id,decision,decision_source,species,rank,review_key,filename,tile_name,source_match,included_in_finalized,decision_file
ochrophaeus-0630,keep,reviewed_unmarked_keep,D. ochrophaeus,30,Process_322_raw_green.ome.tiff::tile_y028672_x065536.tiff::1,Process_322_raw_green.ome.tiff,tile_y028672_x065536.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0896,problem,explicit,D. orestes,16,Process_435_green.ome.tiff::tile_y000000_x032768.tiff::5,Process_435_green.ome.tiff,tile_y000000_x032768.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0894,problem,explicit,D. orestes,14,Process_435_green.ome.tiff::tile_y008192_x032768.tiff::8,Process_435_green.ome.tiff,tile_y008192_x032768.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0906,keep,auto_fill,D. orestes,26,Process_435_green.ome.tiff::tile_y012288_x016384.tiff::6,Process_435_green.ome.tiff,tile_y012288_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0892,problem,explicit,D. orestes,12,Process_435_green.ome.tiff::tile_y012288_x020480.tiff::6,Process_435_green.ome.tiff,tile_y012288_x020480.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0882,problem,explicit,D. orestes,2,Process_435_green.ome.tiff::tile_y024576_x004096.tiff::6,Process_435_green.ome.tiff,tile_y024576_x004096.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0884,keep,auto_fill,D. orestes,4,Process_435_green.ome.tiff::tile_y024576_x008192.tiff::18,Process_435_green.ome.tiff,tile_y024576_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0920,problem,explicit,D. orestes,40,Process_435_green.ome.tiff::tile_y028672_x012288.tiff::6,Process_435_green.ome.tiff,tile_y028672_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0883,keep,auto_fill,D. orestes,3,Process_436_green.ome.tiff::tile_y008192_x012288.tiff::5,Process_436_green.ome.tiff,tile_y008192_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0912,keep,auto_fill,D. orestes,32,Process_436_green.ome.tiff::tile_y012288_x012288.tiff::1,Process_436_green.ome.tiff,tile_y012288_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0916,keep,auto_fill,D. orestes,36,Process_436_green.ome.tiff::tile_y012288_x012288.tiff::2,Process_436_green.ome.tiff,tile_y012288_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0886,keep,auto_fill,D. orestes,6,Process_436_green.ome.tiff::tile_y012288_x012288.tiff::6,Process_436_green.ome.tiff,tile_y012288_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0909,keep,auto_fill,D. orestes,29,Process_436_green.ome.tiff::tile_y028672_x008192.tiff::3,Process_436_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0881,problem,explicit,D. orestes,1,Process_436_green.ome.tiff::tile_y036864_x024576.tiff::7,Process_436_green.ome.tiff,tile_y036864_x024576.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0910,keep,auto_fill,D. orestes,30,Process_436_green.ome.tiff::tile_y040960_x024576.tiff::4,Process_436_green.ome.tiff,tile_y040960_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0899,keep,auto_fill,D. orestes,19,Process_437_green.ome.tiff::tile_y000000_x012288.tiff::29,Process_437_green.ome.tiff,tile_y000000_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0905,keep,auto_fill,D. orestes,25,Process_437_green.ome.tiff::tile_y000000_x012288.tiff::3,Process_437_green.ome.tiff,tile_y000000_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0900,problem,explicit,D. orestes,20,Process_437_green.ome.tiff::tile_y000000_x012288.tiff::36,Process_437_green.ome.tiff,tile_y000000_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0911,keep,auto_fill,D. orestes,31,Process_437_green.ome.tiff::tile_y000000_x012288.tiff::37,Process_437_green.ome.tiff,tile_y000000_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0907,problem,explicit,D. orestes,27,Process_437_green.ome.tiff::tile_y000000_x012288.tiff::8,Process_437_green.ome.tiff,tile_y000000_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0908,problem,explicit,D. orestes,28,Process_437_green.ome.tiff::tile_y000000_x020480.tiff::21,Process_437_green.ome.tiff,tile_y000000_x020480.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0914,keep,auto_fill,D. orestes,34,Process_437_green.ome.tiff::tile_y000000_x020480.tiff::30,Process_437_green.ome.tiff,tile_y000000_x020480.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0917,keep,explicit,D. orestes,37,Process_437_green.ome.tiff::tile_y004096_x012288.tiff::17,Process_437_green.ome.tiff,tile_y004096_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0889,keep,auto_fill,D. orestes,9,Process_437_green.ome.tiff::tile_y004096_x016384.tiff::18,Process_437_green.ome.tiff,tile_y004096_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0901,keep,auto_fill,D. orestes,21,Process_437_green.ome.tiff::tile_y004096_x016384.tiff::31,Process_437_green.ome.tiff,tile_y004096_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0898,keep,auto_fill,D. orestes,18,Process_437_green.ome.tiff::tile_y004096_x016384.tiff::39,Process_437_green.ome.tiff,tile_y004096_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0895,problem,explicit,D. orestes,15,Process_437_green.ome.tiff::tile_y004096_x024576.tiff::8,Process_437_green.ome.tiff,tile_y004096_x024576.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0897,problem,explicit,D. orestes,17,Process_437_green.ome.tiff::tile_y004096_x032768.tiff::10,Process_437_green.ome.tiff,tile_y004096_x032768.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0893,keep,auto_fill,D. orestes,13,Process_437_green.ome.tiff::tile_y004096_x032768.tiff::14,Process_437_green.ome.tiff,tile_y004096_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0891,keep,auto_fill,D. orestes,11,Process_437_green.ome.tiff::tile_y016384_x004096.tiff::7,Process_437_green.ome.tiff,tile_y016384_x004096.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0885,problem,explicit,D. orestes,5,Process_437_green.ome.tiff::tile_y016384_x012288.tiff::2,Process_437_green.ome.tiff,tile_y016384_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0904,problem,explicit,D. orestes,24,Process_437_green.ome.tiff::tile_y016384_x012288.tiff::5,Process_437_green.ome.tiff,tile_y016384_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0888,keep,auto_fill,D. orestes,8,Process_437_green.ome.tiff::tile_y024576_x016384.tiff::29,Process_437_green.ome.tiff,tile_y024576_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0890,keep,auto_fill,D. orestes,10,Process_437_green.ome.tiff::tile_y028672_x000000.tiff::13,Process_437_green.ome.tiff,tile_y028672_x000000.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0919,problem,explicit,D. orestes,39,Process_437_green.ome.tiff::tile_y028672_x000000.tiff::28,Process_437_green.ome.tiff,tile_y028672_x000000.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0902,keep,auto_fill,D. orestes,22,Process_437_green.ome.tiff::tile_y028672_x000000.tiff::7,Process_437_green.ome.tiff,tile_y028672_x000000.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0918,problem,explicit,D. orestes,38,Process_437_green.ome.tiff::tile_y028672_x008192.tiff::31,Process_437_green.ome.tiff,tile_y028672_x008192.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0887,keep,auto_fill,D. orestes,7,Process_437_green.ome.tiff::tile_y028672_x024576.tiff::21,Process_437_green.ome.tiff,tile_y028672_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0913,problem,explicit,D. orestes,33,Process_437_green.ome.tiff::tile_y036864_x024576.tiff::15,Process_437_green.ome.tiff,tile_y036864_x024576.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0903,problem,explicit,D. orestes,23,Process_488_green.ome.tiff::tile_y045056_x036864.tiff::13,Process_488_green.ome.tiff,tile_y045056_x036864.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
orestes-0915,problem,explicit,D. orestes,35,Process_488_green.ome.tiff::tile_y045056_x036864.tiff::2,Process_488_green.ome.tiff,tile_y045056_x036864.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0933,keep,auto_fill,D. wrighti,13,Process_440_green.ome.tiff::tile_y000000_x032768.tiff::7,Process_440_green.ome.tiff,tile_y000000_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0925,keep,auto_fill,D. wrighti,5,Process_440_green.ome.tiff::tile_y000000_x032768.tiff::8,Process_440_green.ome.tiff,tile_y000000_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0930,keep,auto_fill,D. wrighti,10,Process_440_green.ome.tiff::tile_y024576_x008192.tiff::1,Process_440_green.ome.tiff,tile_y024576_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0929,problem,explicit,D. wrighti,9,Process_440_green.ome.tiff::tile_y028672_x032768.tiff::1,Process_440_green.ome.tiff,tile_y028672_x032768.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0926,keep,auto_fill,D. wrighti,6,Process_440_green.ome.tiff::tile_y028672_x032768.tiff::3,Process_440_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0924,keep,auto_fill,D. wrighti,4,Process_440_green.ome.tiff::tile_y032768_x053248.tiff::1,Process_440_green.ome.tiff,tile_y032768_x053248.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0928,keep,auto_fill,D. wrighti,8,Process_440_green.ome.tiff::tile_y036864_x028672.tiff::2,Process_440_green.ome.tiff,tile_y036864_x028672.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0922,keep,auto_fill,D. wrighti,2,Process_441_green.ome.tiff::tile_y012288_x036864.tiff::3,Process_441_green.ome.tiff,tile_y012288_x036864.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0927,keep,auto_fill,D. wrighti,7,Process_441_green.ome.tiff::tile_y040960_x032768.tiff::1,Process_441_green.ome.tiff,tile_y040960_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0932,keep,auto_fill,D. wrighti,12,Process_442_green.ome.tiff::tile_y020480_x012288.tiff::1,Process_442_green.ome.tiff,tile_y020480_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0923,problem,explicit,D. wrighti,3,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::1,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0931,problem,explicit,D. wrighti,11,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::3,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
wrighti-0921,problem,explicit,D. wrighti,1,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::4,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
